sid,surveyls_title,id,vars,vals,vars_old
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,B133b,2,E01[B133b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,B334W125a,3,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,B334W125a,1,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,B334W125a,6,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,B334W125a,4,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,B334W125a,5,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,B334W125a,4,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,B334W125a,5,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,B334W125a,6,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,B334W125a,6,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,B334W125a,1,E02[B334W125a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,B334W125b,1,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,B334W125b,2,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,B334W125b,4,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,B334W125b,2,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,B334W125b,5,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,B334W125b,2,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,B334W125b,1,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,B334W125b,2,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,B334W125b,6,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,B334W125b,4,E02[B334W125b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,B333,2,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,B333,3,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,B333,3,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,B333,6,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,B333,5,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,B333,3,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,B333,5,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,B333,2,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,B333,5,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,B333,3,E02[B333]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,A632,2,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,A632,1,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,A632,3,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,A632,2,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,A632,2,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,A632,4,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,A632,1,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,A632,4,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,A632,2,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,A632,2,E03[A632]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,A633,6,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,A633,1,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,A633,6,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,A633,2,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,A633,1,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,A633,2,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,A633,6,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,A633,1,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,A633,3,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,A633,2,E03[A633]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,A631,4,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,A631,5,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,A631,4,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,A631,5,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,A631,6,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,A631,1,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,A631,4,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,A631,5,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,A631,5,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,A631,1,E03[A631]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,C111b,2,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,C111b,3,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,C111b,3,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,C111b,4,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,C111b,4,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,C111b,4,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,C111b,2,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,C111b,6,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,C111b,6,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,C111b,5,E04[C111b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D311a,6,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D311a,6,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D311a,4,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D311a,4,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D311a,5,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D311a,3,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D311a,1,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D311a,3,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D311a,5,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D311a,3,E04[D311a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D311b,1,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D311b,1,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D311b,3,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D311b,3,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D311b,2,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D311b,1,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D311b,4,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D311b,2,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D311b,3,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D311b,1,E04[D311b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D312W153a,1,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D312W153a,1,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D312W153a,6,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D312W153a,3,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D312W153a,5,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D312W153a,4,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D312W153a,1,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D312W153a,2,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D312W153a,6,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D312W153a,4,E04[D312W153a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D312W153b,1,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D312W153b,5,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D312W153b,4,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D312W153b,5,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D312W153b,3,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D312W153b,3,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D312W153b,5,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D312W153b,1,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D312W153b,5,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D312W153b,4,E04[D312W153b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D313W154,1,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D313W154,2,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D313W154,4,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D313W154,3,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D313W154,3,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D313W154,4,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D313W154,4,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D313W154,4,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D313W154,1,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D313W154,4,E04[D313W154]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D332,6,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D332,1,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D332,5,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D332,2,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D332,2,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D332,2,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D332,1,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D332,2,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D332,3,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D332,5,E04[D332]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D315,4,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D315,6,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D315,6,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D315,5,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D315,1,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D315,2,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D315,3,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D315,4,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D315,1,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D315,5,E04[D315]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D316W235,6,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D316W235,3,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D316W235,5,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D316W235,2,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D316W235,1,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D316W235,6,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D316W235,5,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D316W235,5,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D316W235,5,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D316W235,6,E04[D316W235]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,B112,2,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,B112,1,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,B112,1,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,B112,5,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,B112,6,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,B112,5,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,B112,6,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,B112,1,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,B112,5,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,B112,2,E05[B112]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D314a,1,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D314a,1,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D314a,3,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D314a,4,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D314a,6,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D314a,3,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D314a,6,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D314a,5,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D314a,3,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D314a,5,E05[D314a]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,D314b,3,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,D314b,6,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,D314b,1,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,D314b,2,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,D314b,4,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,D314b,6,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,D314b,5,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,D314b,4,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,D314b,5,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,D314b,6,E05[D314b]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,Z1E,1,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,Z1E,5,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,Z1E,2,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,Z1E,5,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,Z1E,3,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,Z1E,3,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,Z1E,2,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,Z1E,3,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,Z1E,2,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,Z1E,2,Zuf[Z1E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,Z2E,2,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,Z2E,4,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,Z2E,4,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,Z2E,3,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,Z2E,4,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,Z2E,4,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,Z2E,2,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,Z2E,5,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,Z2E,4,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,Z2E,3,Zuf[Z2E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,Z3E,4,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,Z3E,3,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,Z3E,2,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,Z3E,1,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,Z3E,5,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,Z3E,2,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,Z3E,2,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,Z3E,5,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,Z3E,5,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,Z3E,2,Zuf[Z3E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,Z4E,3,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,Z4E,1,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,Z4E,2,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,Z4E,4,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,Z4E,5,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,Z4E,1,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,Z4E,2,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,Z4E,2,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,9,Z4E,5,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,10,Z4E,3,Zuf[Z4E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,1,Z5E,5,Zuf[Z5E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,2,Z5E,2,Zuf[Z5E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,3,Z5E,5,Zuf[Z5E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,4,Z5E,2,Zuf[Z5E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,5,Z5E,5,Zuf[Z5E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,6,Z5E,4,Zuf[Z5E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,7,Z5E,4,Zuf[Z5E]
252356,0001_202425_bfr_allg_gy_elt_00_2022_p1,8,Z5E,3,Zuf[Z5E]
